image_id,healthy,multiple_diseases,rust,scab
Test_34,0.17489834,0.17489187,0.1748843,0.47532544
Test_35,0.17488511,0.17489055,0.17488156,0.47534284
Test_36,0.17490724,0.17489943,0.17488739,0.47530594
Test_37,0.17488119,0.17488138,0.17487906,0.4753583
Test_38,0.17488186,0.174879,0.17487872,0.47536033
Test_39,0.1751524,0.17500773,0.17495382,0.4748861
Test_40,0.1750263,0.17494775,0.17491907,0.47510684
Test_41,0.17493708,0.17489156,0.1748915,0.47527978
Test_42,0.17487997,0.17488547,0.1748796,0.47535506
Test_43,0.17505246,0.17493027,0.17492035,0.47509682
Test_44,0.2358386,0.1850111,0.18524815,0.39390212
Test_45,0.17712817,0.1754109,0.1754539,0.47200698
Test_46,0.1748821,0.17487893,0.17487875,0.47536024
Test_47,0.17487776,0.17487784,0.17487776,0.4753667
Test_48,0.17488016,0.17487836,0.17487828,0.47536325
Test_49,0.17488885,0.1748859,0.17488149,0.47534376
Test_50,0.17493226,0.17492376,0.17489688,0.47524709
Test_51,0.17491089,0.17488596,0.1748855,0.47531763
Test_52,0.1749596,0.17489709,0.1748968,0.47524655
Test_53,0.17489256,0.17488325,0.17488155,0.47534263
Test_54,0.17487963,0.1748835,0.17487915,0.47535765
Test_55,0.17487822,0.17487943,0.17487812,0.47536424
Test_56,0.17487983,0.1748816,0.17487885,0.4753597
Test_57,0.17491058,0.17490654,0.17488937,0.47529346
Test_58,0.17487952,0.1748808,0.17487864,0.47536105
Test_59,0.17487903,0.17488317,0.17487898,0.47535884
Test_60,0.17487901,0.17488302,0.17487895,0.47535905
Test_61,0.175043,0.17492037,0.17491758,0.475119
Test_62,0.17505252,0.17492302,0.17491907,0.47510543
Test_63,0.17488039,0.1748791,0.17487846,0.47536203
Test_64,0.17487997,0.17488143,0.17487882,0.4753597
Test_65,0.17490278,0.174884,0.17488359,0.47532955
Test_66,0.1748875,0.17490263,0.17488423,0.4753256
Test_67,0.17488468,0.17488822,0.17488098,0.47534606
Test_68,0.1748978,0.17490911,0.1748874,0.47530568
Test_69,0.1751211,0.17497799,0.1749469,0.47495404
Test_70,0.17487913,0.1748792,0.17487825,0.47536337
Test_71,0.17490885,0.17490174,0.17488812,0.4753013
Test_72,0.17632045,0.17521554,0.17521654,0.4732475
Test_73,0.18614204,0.17734116,0.1773652,0.4591515
Test_74,0.17529617,0.17497504,0.1749745,0.47475427
Test_75,0.17517957,0.17494889,0.17495142,0.47492015
Test_76,0.18070956,0.17642221,0.17624694,0.4666213
Test_77,0.17509921,0.17512175,0.1749673,0.47481167
Test_78,0.17495608,0.17489721,0.1748966,0.47525004
Test_79,0.17494541,0.17491508,0.1748976,0.4752419
Test_80,0.17488608,0.17487964,0.17487967,0.47535458
Test_81,0.17488712,0.174891,0.17488198,0.47533992
Test_82,0.1749619,0.17489746,0.17489721,0.47524336
Test_83,0.174878,0.17487814,0.17487784,0.47536606
Test_84,0.18766621,0.17856373,0.17812167,0.4556484
Test_85,0.24391887,0.1858643,0.1863689,0.38384792
Test_86,0.17487784,0.17487805,0.1748778,0.47536626
Test_87,0.18630855,0.17746311,0.17791566,0.45831263
Test_88,0.17487803,0.17487781,0.1748778,0.47536632
Test_89,0.17549202,0.17502274,0.17502676,0.4744585
Test_90,0.17522293,0.17496157,0.17495918,0.4748564
Test_91,0.41117406,0.18479706,0.18571442,0.21831444
Test_92,0.20112404,0.18070473,0.18030357,0.4378677
Test_93,0.17612891,0.1751675,0.1751698,0.47353372
Test_94,0.17487772,0.17487776,0.17487772,0.47536677
Test_95,0.17490155,0.17491381,0.174889,0.47529566
Test_96,0.17488828,0.17489216,0.1748824,0.4753371
Test_97,0.18549265,0.17733195,0.17722574,0.4599497
Test_98,0.22555777,0.18380676,0.1840534,0.4065821
Test_99,0.17490289,0.1748846,0.17488511,0.47532737
Test_100,0.17487772,0.17487772,0.17487772,0.47536686
Test_101,0.17488939,0.17488042,0.17488042,0.47534978
Test_102,0.17487785,0.17487833,0.17487785,0.47536606
Test_103,0.211282,0.18180823,0.18186143,0.42504835
Test_104,0.1748995,0.17488606,0.17488344,0.47533095
Test_105,0.17489004,0.17488392,0.1748812,0.47534484
Test_106,0.17505316,0.17491834,0.17491838,0.47511017
Test_107,0.17487946,0.17487812,0.1748781,0.47536424
Test_108,0.17487913,0.17487867,0.17487817,0.475364
Test_109,0.20003736,0.17997088,0.18001133,0.43998045
Test_110,0.17535512,0.17498876,0.17499031,0.4746658
Test_111,0.21578403,0.18286772,0.18500392,0.41634429
Test_112,0.17488727,0.17488146,0.17488027,0.47535104
Test_113,0.17488155,0.17487921,0.1748787,0.47536045
Test_114,0.17488179,0.17487876,0.17487867,0.47536078
Test_115,0.18823025,0.17788373,0.17780918,0.45607686
Test_116,0.17505345,0.1749292,0.17492056,0.47509676
Test_117,0.17488036,0.17487915,0.17487846,0.47536197
Test_118,0.17497264,0.17495331,0.17490979,0.47516426
Test_119,0.46808973,0.17602296,0.17604941,0.17983784
Test_120,0.17493145,0.17490631,0.17489322,0.4752691
Test_121,0.17492887,0.17489736,0.17489101,0.47528273
Test_122,0.17500128,0.17490721,0.17490673,0.47518477
Test_123,0.17501006,0.17490844,0.17490882,0.47517273
Test_124,0.1749588,0.17489764,0.17489727,0.47524628
Test_125,0.17493409,0.17489216,0.17489101,0.47528273
Test_126,0.2360059,0.1850151,0.18501695,0.39396203
Test_127,0.17487842,0.17488053,0.17487837,0.47536272
Test_128,0.1748783,0.17487857,0.174878,0.4753652
Test_129,0.17488375,0.17487942,0.17487915,0.47535765
Test_130,0.17488031,0.1748886,0.17488025,0.47535086
Test_131,0.17487772,0.17487772,0.17487772,0.47536686
Test_132,0.17550795,0.17505841,0.1750315,0.47440213
Test_133,0.1748932,0.17489196,0.17488332,0.4753315
Test_134,0.17855068,0.17571327,0.17572156,0.47001448
Test_135,0.17487776,0.17487787,0.17487776,0.4753667
Test_136,0.17487781,0.17487781,0.17487773,0.4753666
Test_137,0.17489019,0.1748918,0.1748827,0.47533524
Test_138,0.1748787,0.17487906,0.17487817,0.47536412
Test_139,0.18679847,0.17746677,0.17746878,0.45826596
Test_140,0.17487802,0.1748781,0.17487784,0.47536606
Test_141,0.17508522,0.17494372,0.17493136,0.4750397
Test_142,0.17529002,0.17497787,0.17497568,0.47475642
Test_143,0.17488779,0.17488694,0.17488132,0.4753439
Test_144,0.17788078,0.17586964,0.17562288,0.47062668
Test_145,0.17488045,0.17487843,0.17487836,0.47536272
Test_146,0.43384376,0.18074192,0.18075787,0.20465648
Test_147,0.17488179,0.17487873,0.17487867,0.4753609
Test_148,0.17523503,0.17500702,0.17496899,0.474789
Test_149,0.17490618,0.17488675,0.17488478,0.47532225
Test_150,0.17533079,0.17500398,0.17498691,0.4746783
Test_151,0.17488997,0.17488131,0.1748807,0.47534806
Test_152,0.17515938,0.17498419,0.17497835,0.47487813
Test_153,0.17538166,0.1750268,0.17500554,0.47458604
Test_154,0.17496783,0.17489874,0.17489862,0.4752348
Test_155,0.17496993,0.17490187,0.17489961,0.4752286
Test_156,0.17500904,0.17491318,0.17490916,0.47516865
Test_157,0.17487773,0.17487778,0.17487772,0.4753667
Test_158,0.17490414,0.17488477,0.17488411,0.47532701
Test_159,0.18041833,0.17614275,0.17622161,0.4672174
Test_160,0.18728085,0.17758629,0.17756665,0.45756617
Test_161,0.17587101,0.17512016,0.17511193,0.4738969
Test_162,0.18928544,0.1783307,0.17805159,0.4543323
Test_163,0.17499417,0.17490515,0.1749048,0.47519597
Test_164,0.1766368,0.17528415,0.17528617,0.47279292
Test_165,0.17487776,0.17487791,0.17487776,0.4753666
Test_166,0.17506287,0.17493418,0.17492723,0.47507572
Test_167,0.17489126,0.17488113,0.17488089,0.47534665
Test_168,0.17552061,0.17508976,0.17505309,0.47433656
Test_169,0.17488055,0.17488092,0.17487884,0.47535965
Test_170,0.17501564,0.1749605,0.17491965,0.47510415
Test_171,0.17487787,0.17487791,0.17487778,0.47536644
Test_172,0.1749085,0.17488569,0.17488503,0.47532082
Test_173,0.1748808,0.17487931,0.1748786,0.4753612
Test_174,0.17499407,0.17492698,0.17490904,0.4751698
Test_175,0.17493914,0.17493299,0.17489968,0.4752282
Test_176,0.17487797,0.17487785,0.1748778,0.47536632
Test_177,0.17487805,0.17487848,0.17487791,0.47536564
Test_178,0.1748844,0.17489703,0.17488259,0.475336
Test_179,0.17533106,0.17498393,0.1749844,0.4747006
Test_180,0.1748888,0.17488496,0.17488115,0.47534505
Test_181,0.17487773,0.17487785,0.17487773,0.4753666
Test_182,0.17488053,0.17487855,0.1748784,0.47536245
Test_183,0.17489874,0.17490886,0.17488755,0.47530475
Test_184,0.1761394,0.17516874,0.1751699,0.47352195
Test_185,0.17808193,0.17562063,0.17560975,0.4706877
Test_186,0.1828777,0.17665663,0.17668965,0.46377602
Test_187,0.17488153,0.17488272,0.17487937,0.47535637
Test_188,0.17490847,0.1748858,0.17488503,0.4753207
Test_189,0.40757787,0.18385838,0.18390615,0.2246576
Test_190,0.1748923,0.17489162,0.17488307,0.47533298
Test_191,0.17488405,0.17490074,0.17488323,0.47533196
Test_192,0.2112951,0.18182865,0.18192045,0.42495582
Test_193,0.17510554,0.17493184,0.17493097,0.47503173
Test_194,0.17493127,0.17489013,0.17489015,0.47528842
Test_195,0.17507266,0.17493269,0.17492479,0.47506988
Test_196,0.1748815,0.17488235,0.1748793,0.47535685
Test_197,0.3134159,0.18931143,0.19408293,0.30318972
Test_198,0.1748841,0.17488205,0.17487971,0.4753541
Test_199,0.1749245,0.17489032,0.1748891,0.47529608
Test_200,0.20547752,0.18089743,0.18096602,0.43265903
Test_201,0.17487772,0.17487778,0.17487772,0.4753667
Test_202,0.17487772,0.17487772,0.17487772,0.47536686
Test_203,0.17489386,0.17488147,0.17488147,0.47534323
Test_204,0.17487803,0.17487866,0.17487796,0.47536537
Test_205,0.17487969,0.1748815,0.17487878,0.47536004
Test_206,0.17487802,0.17487809,0.17487784,0.47536606
Test_207,0.1760279,0.17514715,0.17515172,0.47367328
Test_208,0.2013555,0.18019731,0.1802108,0.43823645
Test_209,0.17487855,0.17488106,0.1748785,0.47536185
Test_210,0.17487776,0.17487785,0.17487776,0.4753667
Test_211,0.17498586,0.17500179,0.17492144,0.475091
Test_212,0.17598855,0.17516525,0.17513993,0.47370625
Test_213,0.17495699,0.17490721,0.17489813,0.47523764
Test_214,0.17494538,0.17489386,0.17489438,0.47526637
Test_215,0.17577258,0.17528254,0.17512113,0.47382376
Test_216,0.23228724,0.1864351,0.18490317,0.39637452
Test_217,0.17487836,0.17488013,0.17487827,0.47536314
Test_218,0.17663315,0.1753067,0.17529008,0.47277007
Test_219,0.17491153,0.17488608,0.17488565,0.4753167
Test_220,0.17487773,0.1748778,0.17487773,0.47536677
Test_221,0.17487805,0.1748779,0.1748778,0.47536618
Test_222,0.17489402,0.17488216,0.1748816,0.47534212
Test_223,0.17490168,0.17488368,0.17488343,0.47533125
Test_224,0.17877418,0.17576185,0.17576697,0.46969688
Test_225,0.18085258,0.17622116,0.1762275,0.46669877
Test_226,0.17487873,0.17488208,0.17487872,0.47536045
Test_227,0.1748781,0.17487884,0.17487799,0.47536504
Test_228,0.17489111,0.1748818,0.17488107,0.47534597
Test_229,0.1748789,0.17487866,0.17487814,0.47536427
Test_230,0.17498027,0.17492479,0.1749059,0.47518897
Test_231,0.17487802,0.17487894,0.17487799,0.47536504
Test_232,0.17588265,0.17510934,0.17510904,0.47389898
Test_233,0.17488383,0.17487922,0.17487918,0.47535777
Test_234,0.1749699,0.17495845,0.17491141,0.47516024
Test_235,0.17488436,0.17487974,0.1748794,0.47535658
Test_236,0.17966461,0.17596567,0.17597124,0.4683985
Test_237,0.17487805,0.17487781,0.17487781,0.47536638
Test_238,0.17488027,0.1748802,0.17487866,0.4753609
Test_239,0.17489336,0.17490624,0.174886,0.47531435
Test_240,0.174959,0.17489685,0.17489666,0.47524744
Test_241,0.17487884,0.17488244,0.1748788,0.47535992
Test_242,0.17551681,0.17502697,0.17502598,0.47443023
Test_243,0.33035332,0.1885867,0.18883036,0.29222956
Test_244,0.26410037,0.18757842,0.18910182,0.3592194
Test_245,0.1749488,0.17489421,0.1748942,0.47526276
Test_246,0.17487784,0.1748778,0.17487776,0.4753666
Test_247,0.1748777,0.17487773,0.1748777,0.4753668
Test_248,0.17530164,0.17498942,0.17497835,0.47473058
Test_249,0.17509869,0.17505248,0.17495303,0.4748958
Test_250,0.3042634,0.18878075,0.18878387,0.318172
Test_251,0.17492177,0.17490347,0.17489108,0.47528374
Test_252,0.17539026,0.17499606,0.17499654,0.47461712
Test_253,0.17487787,0.17487818,0.17487782,0.47536618
Test_254,0.17492466,0.1749172,0.17489399,0.47526413
Test_255,0.17488065,0.17487854,0.17487843,0.47536233
Test_256,0.17487775,0.17487781,0.17487775,0.4753667
Test_257,0.17490423,0.17495903,0.17489804,0.47523874
Test_258,0.17489484,0.17490295,0.17488568,0.47531655
Test_259,0.17549498,0.17502785,0.17502506,0.47445208
Test_260,0.17614433,0.17517562,0.17518449,0.47349554
Test_261,0.17672443,0.17530537,0.17531808,0.4726521
Test_262,0.1751276,0.17495587,0.17493996,0.47497657
Test_263,0.17488022,0.174879,0.17487842,0.4753623
Test_264,0.17488672,0.174888,0.17488137,0.4753439
Test_265,0.17488308,0.17487949,0.17487906,0.4753584
Test_266,0.17488177,0.1748942,0.17488156,0.47534257
Test_267,0.40206978,0.18438844,0.18745771,0.22608404
Test_268,0.17508769,0.17501028,0.1749445,0.4749575
Test_269,0.1829865,0.17670591,0.17676935,0.4635383
Test_270,0.17487787,0.17487791,0.17487778,0.4753665
Test_271,0.17487851,0.17487802,0.17487791,0.47536558
Test_272,0.17487837,0.17487831,0.17487794,0.4753653
Test_273,0.1910763,0.17836866,0.1785026,0.45205244
Test_274,0.17568532,0.17506832,0.17508885,0.47415745
Test_275,0.17488353,0.17489953,0.1748829,0.47533405
Test_276,0.174881,0.17487851,0.17487846,0.47536203
Test_277,0.17493206,0.1749048,0.17489302,0.47527006
Test_278,0.17487812,0.17487884,0.17487799,0.47536504
Test_279,0.17516845,0.1749499,0.17494626,0.47493544
Test_280,0.17487794,0.17487831,0.17487787,0.47536585
Test_281,0.1748985,0.17488296,0.17488265,0.47533596
Test_282,0.17487803,0.17487903,0.17487802,0.47536486
Test_283,0.17487904,0.17487948,0.17487828,0.47536325
Test_284,0.17488378,0.17488061,0.17487939,0.4753562
Test_285,0.17487903,0.1748782,0.17487806,0.47536477
Test_286,0.1762306,0.17523406,0.17521842,0.4733169
Test_287,0.17493504,0.17489192,0.17489138,0.47528166
Test_288,0.17487784,0.17487808,0.1748778,0.47536626
Test_289,0.17487808,0.17487848,0.17487793,0.47536552
Test_290,0.17493358,0.17490073,0.17489253,0.47527313
Test_291,0.21885231,0.18323804,0.18301828,0.41489133
Test_292,0.25130633,0.18654358,0.18643418,0.37571585
Test_293,0.17503092,0.17491382,0.17491375,0.47514156
Test_294,0.17491499,0.17488644,0.17488635,0.4753122
Test_295,0.17522068,0.17495687,0.17495717,0.47486523
Test_296,0.17832802,0.17566682,0.17568229,0.4703229
Test_297,0.17487787,0.17487836,0.17487787,0.47536594
Test_298,0.17487788,0.17487828,0.17487785,0.47536594
Test_299,0.17491716,0.17488699,0.17488688,0.47530895
Test_300,0.17520878,0.1749578,0.17495486,0.47487855
Test_301,0.17497,0.17489922,0.17489944,0.47523135
Test_302,0.17487785,0.17487831,0.17487784,0.475366
Test_303,0.17487815,0.1748788,0.17487799,0.47536504
Test_304,0.17520596,0.1750113,0.17496476,0.47481796
Test_305,0.17487915,0.17487846,0.17487814,0.47536433
Test_306,0.17494296,0.17489439,0.17489313,0.47526953
Test_307,0.17487991,0.17487904,0.17487837,0.47536266
Test_308,0.17491634,0.17497389,0.17490305,0.47520673
Test_309,0.17487775,0.1748778,0.17487775,0.4753667
Test_310,0.1748778,0.17487773,0.17487773,0.47536677
Test_311,0.1809442,0.17629616,0.17639285,0.46636683
Test_312,0.17487785,0.17487834,0.17487785,0.47536594
Test_313,0.1748778,0.1748779,0.17487775,0.47536653
Test_314,0.20707515,0.18118188,0.18141767,0.4303253
Test_315,0.17487794,0.17487782,0.17487778,0.47536644
Test_316,0.17490031,0.17489892,0.17488596,0.47531483
Test_317,0.17490758,0.17489217,0.17488605,0.47531417
Test_318,0.17488019,0.17487831,0.17487828,0.47536325
Test_319,0.17487828,0.17487933,0.17487814,0.47536433
Test_320,0.17492586,0.1749156,0.17489395,0.47526458
Test_321,0.17503357,0.17492312,0.17491578,0.47512752
Test_322,0.174928,0.17499393,0.17490897,0.47516912
Test_323,0.26612777,0.18754739,0.18785141,0.35847348
Test_324,0.17488232,0.17488465,0.17487986,0.47535324
Test_325,0.17490384,0.17488398,0.17488393,0.47532836
Test_326,0.17491022,0.17492077,0.17489226,0.47527674
Test_327,0.17491832,0.17491598,0.17489262,0.47527298
Test_328,0.17487794,0.17487836,0.17487787,0.47536585
Test_329,0.17488946,0.17488588,0.17488146,0.47534323
Test_330,0.1751454,0.17508432,0.17496856,0.47480178
Test_331,0.17487997,0.17487822,0.17487822,0.47536352
Test_332,0.17701659,0.17538337,0.17537503,0.47222507
Test_333,0.17497976,0.1749013,0.17490135,0.4752176
Test_334,0.1749271,0.17490155,0.17489164,0.47527978
Test_335,0.20157626,0.18033542,0.18072854,0.4373597
Test_336,0.17668995,0.1753086,0.1752973,0.47270405
Test_337,0.19624324,0.17933017,0.1795307,0.4448959
Test_338,0.22428629,0.18361583,0.1836161,0.40848178
Test_339,0.17489314,0.17488505,0.17488198,0.47533983
Test_340,0.17487772,0.17487772,0.17487772,0.47536686
Test_341,0.20136733,0.18023546,0.18046841,0.43792877
Test_342,0.17508142,0.17494504,0.17493331,0.47504023
Test_343,0.17512028,0.17494108,0.17493588,0.47500277
Test_344,0.17529218,0.17497377,0.1749738,0.47476023
Test_345,0.17489216,0.17488264,0.17488152,0.4753437
Test_346,0.17489786,0.1748824,0.17488238,0.47533736
Test_347,0.1748892,0.1749078,0.17488557,0.47531748
Test_348,0.18964227,0.17805563,0.1781386,0.45416346
Test_349,0.1749012,0.17488384,0.17488329,0.4753317
Test_350,0.17487787,0.17487794,0.17487778,0.47536638
Test_351,0.17497283,0.1749521,0.17490956,0.47516552
Test_352,0.17489679,0.17488231,0.17488237,0.4753385
Test_353,0.17500804,0.17490971,0.17490819,0.475174
Test_354,0.17489555,0.17490512,0.17488623,0.47531316
Test_355,0.1753787,0.17515658,0.17502376,0.47444093
Test_356,0.32551396,0.18868513,0.18872362,0.2970773
Test_357,0.177464,0.1754829,0.17547697,0.47157615
Test_358,0.17490098,0.17489655,0.17488565,0.47531682
Test_359,0.1748777,0.17487773,0.1748777,0.4753668
Test_360,0.1748859,0.17488661,0.17488094,0.47534657
Test_361,0.19726905,0.17949454,0.17963155,0.44360486
Test_362,0.17492685,0.17491782,0.17489448,0.47526085
Test_363,0.17553121,0.17503183,0.17503062,0.47440636
Test_364,0.17487997,0.17488122,0.17487878,0.47536004
Test_365,0.17572777,0.17509036,0.17507668,0.4741052
Test_366,0.17488779,0.17488034,0.17488009,0.47535178
Test_367,0.17488281,0.17487901,0.17487891,0.47535923
Test_368,0.17497857,0.1749748,0.17491499,0.47513166
Test_369,0.17487775,0.17487793,0.17487775,0.47536653
Test_370,0.17488334,0.17488831,0.17488077,0.47534758
Test_371,0.18476866,0.17705582,0.17709646,0.46107903
Test_372,0.17488693,0.17489377,0.17488244,0.47533685
Test_373,0.17498058,0.17512274,0.17494369,0.4749531
Test_374,0.23486853,0.18498349,0.1857519,0.39439604
Test_375,0.17487784,0.17487812,0.17487782,0.47536626
Test_376,0.1750355,0.17491585,0.17491463,0.47513402
Test_377,0.24865991,0.18639845,0.18638954,0.37855208
Test_378,0.18530528,0.17745174,0.17722969,0.46001327
Test_379,0.17489183,0.17488125,0.17488104,0.47534585
Test_380,0.1748802,0.17487857,0.17487834,0.47536287
Test_381,0.20742191,0.18119335,0.18123227,0.4301524
Test_382,0.17488275,0.17487897,0.17487891,0.47535932
Test_383,0.17544793,0.1750117,0.17501016,0.4745303
Test_384,0.18274036,0.1766841,0.17673425,0.46384135
Test_385,0.17488538,0.17489524,0.17488246,0.47533697
Test_386,0.17493178,0.17489089,0.17489055,0.47528687
Test_387,0.17488572,0.17490119,0.17488362,0.47532943
Test_388,0.17488672,0.17488943,0.1748816,0.47534236
Test_389,0.17492978,0.17496596,0.17490406,0.47520018
Test_390,0.17502327,0.1749495,0.1749188,0.4751084
Test_391,0.1750465,0.17491728,0.17491685,0.47511932
Test_392,0.17487778,0.17487791,0.17487775,0.47536653
Test_393,0.17487836,0.17488004,0.17487827,0.47536337
Test_394,0.18475625,0.17706479,0.17713682,0.46104214
Test_395,0.17489481,0.17488427,0.17488216,0.4753387
Test_396,0.17487869,0.17488179,0.17487866,0.4753609
Test_397,0.17487775,0.17487781,0.17487775,0.4753667
Test_398,0.17488344,0.17489143,0.17488135,0.47534376
Test_399,0.17704363,0.17537661,0.17537545,0.47220424
Test_400,0.17494471,0.17489368,0.17489345,0.47526813
Test_401,0.17489722,0.17488226,0.17488222,0.47533837
Test_402,0.17496608,0.17491122,0.17490095,0.47522172
Test_403,0.17508072,0.17497505,0.17493442,0.47500983
Test_404,0.1748777,0.17487773,0.1748777,0.4753668
Test_405,0.1748777,0.17487772,0.1748777,0.4753668
Test_406,0.1748777,0.17487773,0.1748777,0.4753668
Test_407,0.17487922,0.17488152,0.1748787,0.4753605
Test_408,0.17487802,0.17487897,0.174878,0.47536498
Test_409,0.17524715,0.17497022,0.17496458,0.47481808
Test_410,0.17487858,0.17487866,0.17487803,0.47536466
Test_411,0.47306713,0.1752405,0.17571807,0.17597431
Test_412,0.17520955,0.1749574,0.17495874,0.47487435
Test_413,0.1750521,0.17494553,0.17492436,0.47507805
Test_414,0.17493889,0.17491218,0.17489567,0.47525322
Test_415,0.17494246,0.17489277,0.17489281,0.4752719
Test_416,0.17493474,0.17491847,0.174897,0.47524977
Test_417,0.17515603,0.17495553,0.17494509,0.4749434
Test_418,0.17612705,0.17517428,0.1751669,0.47353178
Test_419,0.17494632,0.1749001,0.17489481,0.47525877
Test_420,0.17487805,0.17487796,0.17487782,0.47536618
Test_421,0.1748787,0.17487817,0.174878,0.4753652
Test_422,0.17490402,0.17493083,0.17489265,0.47527245
Test_423,0.17487772,0.17487776,0.17487772,0.47536677
Test_424,0.17488605,0.17488341,0.17488034,0.47535023
Test_425,0.17490135,0.1748891,0.17488429,0.47532523
Test_426,0.17487814,0.17487901,0.17487805,0.47536483
Test_427,0.17488146,0.17488056,0.17487897,0.47535905
Test_428,0.17487782,0.17487782,0.17487776,0.4753666
Test_429,0.17496093,0.17489803,0.1748972,0.4752439
Test_430,0.31160071,0.18880941,0.18882962,0.3107602
Test_431,0.3255348,0.18887857,0.18929599,0.29629073
Test_432,0.17616029,0.17518444,0.17521398,0.47344124
Test_433,0.17487773,0.17487787,0.17487773,0.4753666
Test_434,0.1748803,0.17488691,0.17487994,0.4753529
Test_435,0.17499506,0.17500755,0.1749249,0.4750725
Test_436,0.17619473,0.17518076,0.17518143,0.47344315
Test_437,0.17496476,0.17490749,0.17490101,0.4752268
Test_438,0.18070887,0.17620663,0.17630659,0.46677792
Test_439,0.17488062,0.17487861,0.17487842,0.4753623
Test_440,0.17516929,0.17494562,0.17494574,0.47493932
Test_441,0.17488986,0.17490067,0.17488432,0.4753251
Test_442,0.1748778,0.17487775,0.17487775,0.4753667
Test_443,0.17487895,0.17488298,0.17487894,0.47535917
Test_444,0.17931645,0.1759847,0.17591575,0.46878308
Test_445,0.17488047,0.17487845,0.17487837,0.47536272
Test_446,0.17487784,0.17487797,0.17487778,0.47536638
Test_447,0.17570977,0.1750743,0.17508006,0.4741359
Test_448,0.17519571,0.17498726,0.1749581,0.47485894
Test_449,0.17487778,0.17487803,0.17487778,0.47536638
Test_450,0.17679913,0.1753492,0.17532936,0.47252223
Test_451,0.17541735,0.1750042,0.17500408,0.47457442
Test_452,0.18904538,0.17794394,0.17808469,0.454926
Test_453,0.1748843,0.17489618,0.17488243,0.47533718
Test_454,0.17488629,0.17488056,0.17487986,0.4753533
Test_455,0.174882,0.17487885,0.17487873,0.4753604
Test_456,0.17935665,0.17589761,0.17589827,0.46884748
Test_457,0.17488079,0.17487974,0.17487867,0.47536078
Test_458,0.17493044,0.1748903,0.17489047,0.4752888
Test_459,0.17493,0.174892,0.17489031,0.47528762
Test_460,0.17487828,0.17487796,0.17487787,0.47536594
Test_461,0.1749682,0.17489892,0.17489888,0.4752341
Test_462,0.1748881,0.17488018,0.17488013,0.47535157
Test_463,0.17488001,0.17488286,0.17487912,0.4753581
Test_464,0.33821067,0.18849397,0.1898272,0.28346822
Test_465,0.17520902,0.1749968,0.1749636,0.47483072
Test_466,0.17487906,0.17487928,0.17487827,0.47536346
Test_467,0.1748777,0.17487772,0.1748777,0.4753668
Test_468,0.17600517,0.1751469,0.17513861,0.47370934
Test_469,0.1772422,0.17542045,0.17542505,0.47191232
Test_470,0.1750878,0.17494062,0.17493038,0.47504118
Test_471,0.17487787,0.1748779,0.17487778,0.47536644
Test_472,0.17487878,0.17487818,0.17487799,0.47536504
Test_473,0.17488036,0.17487848,0.17487836,0.47536278
Test_474,0.17732777,0.17613842,0.17559566,0.47093812
Test_475,0.17488548,0.17488599,0.17488073,0.47534773
Test_476,0.17487831,0.1748803,0.1748783,0.47536305
Test_477,0.17487857,0.17488003,0.1748783,0.4753631
Test_478,0.17487867,0.17488082,0.1748785,0.47536206
Test_479,0.38203317,0.18614028,0.18888457,0.24294199
Test_480,0.17487776,0.17487784,0.17487776,0.4753667
Test_481,0.17722781,0.17545249,0.17542337,0.47189635
