image_id,healthy,multiple_diseases,rust,scab
Test_236,0.41480798,0.18387975,0.20108373,0.20022857
Test_237,0.17849313,0.17584659,0.17618729,0.46947291
Test_238,0.17497635,0.17493027,0.475123,0.17497043
Test_239,0.17615242,0.17531383,0.47297558,0.17555812
Test_240,0.17488846,0.17488796,0.47533876,0.17488486
Test_241,0.1777726,0.17779462,0.45632526,0.18810755
Test_242,0.18005985,0.17609005,0.17605351,0.46779665
Test_243,0.4751483,0.17492446,0.17493138,0.17499581
Test_244,0.25539953,0.19701017,0.23257317,0.3150171
Test_245,0.2151254,0.18373145,0.19018424,0.41095898
Test_246,0.17615354,0.17654164,0.17556345,0.47174132
Test_247,0.17487866,0.17488039,0.17487864,0.4753623
Test_248,0.47522876,0.17490293,0.17494509,0.17492327
Test_249,0.1761583,0.17621802,0.17868347,0.46894023
Test_250,0.47531456,0.17488782,0.17489621,0.17490143
Test_251,0.47488993,0.17500065,0.17507592,0.1750334
Test_252,0.407253,0.18392393,0.22294196,0.1858811
Test_253,0.17515703,0.17502308,0.1749778,0.47484222
Test_254,0.46678224,0.17638691,0.17652695,0.18030384
Test_255,0.1993524,0.18060535,0.1800633,0.43997902
Test_256,0.17491262,0.17490014,0.17491315,0.47527412
Test_257,0.18372512,0.17687386,0.46251532,0.17688572
Test_258,0.20559599,0.18411562,0.41495922,0.19532917
Test_259,0.2237913,0.22718076,0.1991245,0.34990343
Test_260,0.26104227,0.18742205,0.18767853,0.36385718
Test_261,0.17489906,0.17489552,0.47527632,0.17492919
Test_262,0.17490728,0.17491664,0.17489484,0.47528118
Test_263,0.47218913,0.17538883,0.17540099,0.17702106
Test_264,0.4753081,0.17488968,0.17490584,0.1748964
Test_265,0.2064502,0.18109955,0.43125165,0.18119864
Test_266,0.17488644,0.17488307,0.17488337,0.47534716
Test_267,0.47534811,0.17488122,0.17488505,0.17488562
Test_268,0.17526907,0.176205,0.47313654,0.17538941
Test_269,0.47462845,0.1750165,0.17519873,0.17515628
Test_270,0.17576341,0.1751155,0.17509627,0.47402483
Test_271,0.1748788,0.1748788,0.17487954,0.47536284
Test_272,0.1867717,0.18754287,0.37646225,0.24922319
Test_273,0.47505775,0.17493477,0.1749343,0.17507318
Test_274,0.17505798,0.17492512,0.47509068,0.17492616
Test_275,0.18254995,0.17880884,0.18791287,0.4507283
Test_276,0.17488155,0.17488149,0.1748828,0.47535416
Test_277,0.26919362,0.18990599,0.20609507,0.3348053
Test_278,0.17598584,0.1751773,0.17520627,0.4736305
Test_279,0.17524824,0.17499481,0.47475606,0.17500094
Test_280,0.17533042,0.17505723,0.17505626,0.47455612
Test_281,0.17492914,0.17489594,0.17490025,0.4752747
Test_282,0.18239635,0.20558912,0.18508233,0.42693225
Test_283,0.17551349,0.17584512,0.47312984,0.17551154
Test_284,0.21654648,0.18988508,0.24460849,0.34895995
Test_285,0.1759794,0.1754554,0.17526811,0.4732971
Test_286,0.45301312,0.17827713,0.17837107,0.19033867
Test_287,0.35439527,0.18783322,0.2690628,0.18870872
Test_288,0.1748867,0.17488196,0.17488076,0.47535053
Test_289,0.17488664,0.17488328,0.1748809,0.47534913
Test_290,0.28287017,0.18841809,0.3403736,0.18833813
Test_291,0.17540382,0.17507339,0.4743504,0.17517239
Test_292,0.47532248,0.17488836,0.17490195,0.17488723
Test_293,0.17490275,0.17488821,0.47532177,0.17488728
Test_294,0.176287,0.1754875,0.4717511,0.17647448
Test_295,0.18589403,0.17761257,0.45868176,0.17781164
Test_296,0.19303267,0.17934684,0.17991343,0.44770703
Test_297,0.17493707,0.17493482,0.17510436,0.47502375
Test_298,0.40296373,0.18501629,0.22349668,0.18852329
Test_299,0.17707872,0.17742954,0.18415892,0.4613328
Test_300,0.17676923,0.17588194,0.17562726,0.47172153
Test_301,0.47473326,0.17499468,0.17500587,0.17526622
Test_302,0.17488684,0.1749086,0.17488624,0.47531828
Test_303,0.4706647,0.17565139,0.17606995,0.17761397
Test_304,0.4753441,0.17488334,0.17488638,0.17488621
Test_305,0.47491995,0.17495432,0.17497392,0.17515187
Test_306,0.19324017,0.18905918,0.3411001,0.2766005
Test_307,0.4751029,0.17491974,0.17505746,0.1749199
Test_308,0.22237074,0.19726756,0.22088298,0.35947874
Test_309,0.17589186,0.17545049,0.47195563,0.17670202
Test_310,0.17666522,0.17905979,0.4679248,0.17635013
Test_311,0.20489977,0.18087976,0.4329274,0.1812931
Test_312,0.17495593,0.17491113,0.17492004,0.47521287
Test_313,0.1749822,0.174913,0.17490909,0.4751957
Test_314,0.44020447,0.180383,0.17999671,0.19941579
Test_315,0.18841292,0.18020213,0.43960455,0.19178048
Test_316,0.18649602,0.17742902,0.45866007,0.17741498
Test_317,0.35314175,0.18792535,0.27050653,0.18842638
Test_318,0.4568639,0.17772323,0.17787448,0.18753843
Test_319,0.17531261,0.1750401,0.4744286,0.17521875
Test_320,0.17510363,0.1749636,0.47497943,0.17495331
Test_321,0.44011953,0.18131724,0.1802645,0.19829871
Test_322,0.4747941,0.17497018,0.17525887,0.17497689
Test_323,0.18247207,0.1803969,0.43906403,0.19806707
Test_324,0.174902,0.17489372,0.47531155,0.17489281
Test_325,0.27466065,0.18848062,0.18830818,0.34855053
Test_326,0.1889252,0.1781441,0.45481047,0.17812015
Test_327,0.47346005,0.17519881,0.17523417,0.17610703
Test_328,0.17488033,0.17487869,0.47536185,0.17487906
Test_329,0.17633572,0.17561379,0.47235823,0.17569222
Test_330,0.17771637,0.17562582,0.4710801,0.1755777
Test_331,0.30354378,0.18931374,0.19314536,0.31399712
Test_332,0.47406453,0.17510915,0.17509358,0.17573275
Test_333,0.17562458,0.17530741,0.47369084,0.17537716
Test_334,0.17566241,0.17506595,0.47420368,0.1750679
Test_335,0.43770337,0.1806076,0.18032965,0.20135942
Test_336,0.20504954,0.18225873,0.42972907,0.1829627
Test_337,0.4745872,0.17504613,0.17502883,0.17533779
Test_338,0.47504723,0.17495319,0.1750471,0.17495243
Test_339,0.17513822,0.17517686,0.47450647,0.17517844
Test_340,0.4286172,0.1814878,0.20649406,0.18340097
Test_341,0.4731727,0.17525512,0.17526074,0.1763115
Test_342,0.47533298,0.17488448,0.17489503,0.17488751
Test_343,0.2998028,0.19782187,0.22368145,0.2786939
Test_344,0.17487985,0.17487887,0.47536284,0.17487852
Test_345,0.17880394,0.17597982,0.4685588,0.17665744
Test_346,0.17514345,0.1749402,0.4749763,0.17493996
Test_347,0.17678094,0.17538574,0.47239995,0.17543337
Test_348,0.20382404,0.18070221,0.18063636,0.43483737
Test_349,0.18170334,0.19543749,0.1868745,0.43598464
Test_350,0.17510152,0.17503412,0.17495747,0.47490683
Test_351,0.1748951,0.17489037,0.47531396,0.17490056
Test_352,0.18321253,0.18076794,0.19115126,0.44486824
Test_353,0.40248135,0.18426126,0.18435133,0.22890602
Test_354,0.17489013,0.17488107,0.47534803,0.17488079
Test_355,0.47474068,0.17497998,0.17499587,0.17528348
Test_356,0.4753543,0.17488012,0.174882,0.17488368
Test_357,0.47524378,0.17490986,0.17490347,0.17494284
Test_358,0.47254184,0.1755562,0.17545117,0.1764509
Test_359,0.17489704,0.17489506,0.1749146,0.47529334
Test_360,0.45742872,0.1777093,0.17771892,0.18714307
Test_361,0.4752204,0.17490478,0.17491798,0.1749568
Test_362,0.45893025,0.17737989,0.17742461,0.18626533
Test_363,0.19354938,0.19409695,0.24614935,0.3662043
Test_364,0.17794363,0.17569767,0.4706607,0.17569803
Test_365,0.17760465,0.1821398,0.4616402,0.17861526
Test_366,0.18014005,0.17618783,0.4675746,0.17609759
Test_367,0.17498581,0.17495231,0.17491934,0.47514248
Test_368,0.47401193,0.17510217,0.17563872,0.17524713
Test_369,0.17489156,0.17488809,0.17488375,0.47533658
Test_370,0.17488621,0.1748836,0.47534117,0.17488904
Test_371,0.17489007,0.17488618,0.47533864,0.17488515
Test_372,0.17497137,0.17490621,0.17490423,0.4752182
Test_373,0.18099432,0.17668888,0.46582732,0.17648949
Test_374,0.17521356,0.17496172,0.47485366,0.17497104
Test_375,0.17488495,0.1748802,0.1748807,0.47535416
Test_376,0.47528806,0.17489223,0.17489368,0.17492603
Test_377,0.4751206,0.17492117,0.17500728,0.17495097
Test_378,0.17488742,0.17488223,0.4753477,0.17488267
Test_379,0.17593339,0.17526494,0.4729911,0.17581053
Test_380,0.17488018,0.17488536,0.17487979,0.4753547
Test_381,0.4728253,0.17530315,0.17637913,0.17549239
Test_382,0.17663631,0.17540765,0.17534724,0.4726088
Test_383,0.4752384,0.17489864,0.17491996,0.17494307
Test_384,0.17500153,0.17490843,0.47517902,0.17491098
Test_385,0.18126155,0.17684117,0.17788465,0.46401265
Test_386,0.17509209,0.17530932,0.4745284,0.17507018
Test_387,0.46036246,0.17723657,0.17770633,0.18469459
Test_388,0.47261629,0.17532334,0.17540395,0.1766565
Test_389,0.4753329,0.17488384,0.17489585,0.17488742
Test_390,0.47432235,0.17506136,0.17508374,0.1755326
Test_391,0.18902759,0.17811315,0.4548585,0.17800073
Test_392,0.17605804,0.17527741,0.47288477,0.17577972
Test_393,0.17558652,0.17512956,0.17527342,0.47401053
Test_394,0.1872982,0.17758423,0.1775816,0.45753595
Test_395,0.17488845,0.17489868,0.47532037,0.17489256
Test_396,0.17624904,0.17706142,0.17643672,0.47025278
Test_397,0.19044659,0.18009527,0.18869324,0.44076496
Test_398,0.17493626,0.17496178,0.47515336,0.1749486
Test_399,0.4581532,0.17837638,0.17757143,0.18589902
Test_400,0.36862624,0.18702753,0.2570858,0.18726048
Test_401,0.17490333,0.17489496,0.47531134,0.17489043
Test_402,0.3609212,0.18761589,0.18776901,0.26369393
Test_403,0.4339504,0.18987367,0.18604283,0.19013308
Test_404,0.1784114,0.17572454,0.17576218,0.47010183
Test_405,0.17494263,0.1748976,0.17489743,0.47526237
Test_406,0.1748953,0.17488755,0.1748894,0.47532776
Test_407,0.17499754,0.17492382,0.17491202,0.4751666
Test_408,0.17575553,0.17529449,0.17513005,0.47381994
Test_409,0.39812815,0.18634458,0.20446053,0.21106677
Test_410,0.17490967,0.17489262,0.1748996,0.47529814
Test_411,0.47529715,0.17489359,0.1748995,0.17490968
Test_412,0.18942992,0.18898533,0.30178082,0.31980392
Test_413,0.47384754,0.17511955,0.17519791,0.175835
Test_414,0.17487974,0.17487895,0.47536033,0.17488089
Test_415,0.17505378,0.17493966,0.47502312,0.17498341
Test_416,0.46578997,0.17639597,0.17811896,0.17969505
Test_417,0.17487836,0.1748782,0.47536525,0.17487818
Test_418,0.4753097,0.17488842,0.17490853,0.17489325
Test_419,0.45796895,0.17751023,0.18700449,0.17751633
Test_420,0.17489153,0.17490141,0.4753187,0.17488834
Test_421,0.38544765,0.18593593,0.18608744,0.24252906
Test_422,0.3657023,0.1877304,0.18749383,0.25907344
Test_423,0.17488584,0.17488359,0.47534192,0.17488863
Test_424,0.1811532,0.17691244,0.46537244,0.17656186
Test_425,0.31400225,0.19002424,0.18998882,0.30598474
Test_426,0.17558728,0.17507134,0.47427836,0.175063
Test_427,0.17488702,0.1748829,0.17488392,0.47534612
Test_428,0.17487955,0.17488162,0.17487915,0.47535965
Test_429,0.1748821,0.1748833,0.4753528,0.17488179
Test_430,0.26022935,0.2684517,0.27746943,0.19384958
Test_431,0.47494894,0.17497338,0.17502399,0.17505369
Test_432,0.24115132,0.1882397,0.2003812,0.37022772
Test_433,0.1749298,0.17494234,0.17492557,0.4752023
Test_434,0.17487822,0.17487805,0.17487818,0.47536564
Test_435,0.47329256,0.17525485,0.17567825,0.17577437
Test_436,0.34261933,0.19030973,0.20352608,0.26354492
Test_437,0.17621161,0.17840676,0.46841103,0.1769706
Test_438,0.17674573,0.1755542,0.47234344,0.17535669
Test_439,0.176871,0.17538856,0.47237673,0.17536369
Test_440,0.17489642,0.17491667,0.475289,0.17489798
Test_441,0.47185904,0.1755682,0.17662224,0.17595056
Test_442,0.17488149,0.17487912,0.47535884,0.17488049
Test_443,0.19655548,0.18078649,0.18068896,0.4419691
Test_444,0.4726132,0.17533484,0.17587478,0.17617726
Test_445,0.17513867,0.17495704,0.47494173,0.17496252
Test_446,0.18847035,0.18864529,0.27582568,0.34705874
Test_447,0.17490034,0.17489073,0.47532123,0.17488778
Test_448,0.1749599,0.17491002,0.47522214,0.17490795
Test_449,0.17506048,0.17499484,0.17499103,0.47495362
Test_450,0.18773389,0.1782322,0.45621774,0.17781623
Test_451,0.17488809,0.17488769,0.4753291,0.1748952
Test_452,0.17559715,0.1754998,0.4737696,0.17513338
Test_453,0.17605853,0.176302,0.17685881,0.4707806
Test_454,0.22807202,0.18416159,0.4034489,0.18431753
Test_455,0.17568098,0.1751387,0.17533377,0.47384655
Test_456,0.17537095,0.17651571,0.47283024,0.17528306
Test_457,0.45162523,0.17850082,0.17961666,0.19025724
Test_458,0.17569876,0.17514427,0.17516679,0.47399017
Test_459,0.1794847,0.17593908,0.468628,0.17594816
Test_460,0.174881,0.17488585,0.17488118,0.47535205
Test_461,0.1749772,0.1751178,0.1749503,0.4749547
Test_462,0.18896939,0.18918274,0.3099836,0.3118642
Test_463,0.17488357,0.1748875,0.17488393,0.47534505
Test_464,0.47351542,0.17527491,0.17526993,0.17593966
Test_465,0.17591351,0.17517388,0.47375235,0.17516024
Test_466,0.1994271,0.18213429,0.4276394,0.19079918
Test_467,0.17716293,0.18053369,0.17653027,0.46577317
Test_468,0.47532308,0.17488535,0.17490582,0.17488582
Test_469,0.38965216,0.1854748,0.23837812,0.18649492
Test_470,0.17511396,0.17557287,0.17525819,0.474055
Test_471,0.17677383,0.17532697,0.47255585,0.17534335
Test_472,0.4749319,0.17494737,0.17516224,0.17495856
Test_473,0.42319548,0.18226154,0.21194334,0.18259957
Test_474,0.18016246,0.17611727,0.46757677,0.17614353
Test_475,0.17528652,0.17507797,0.1750071,0.4746284
Test_476,0.30535105,0.1935034,0.26214042,0.23900512
Test_477,0.19095613,0.1785485,0.17897977,0.45151564
Test_478,0.17489645,0.17490011,0.17489731,0.47530603
Test_479,0.17868255,0.17606542,0.17598787,0.46926415
Test_480,0.1836116,0.19509217,0.4169546,0.20434153
Test_481,0.17502302,0.17501844,0.17494611,0.47501242
