image_id,healthy,multiple_diseases,rust,scab
Test_94,0.17540856,0.17666332,0.1755683,0.47235984
Test_95,0.46558848,0.17657739,0.17836906,0.1794651
Test_96,0.18932168,0.18144102,0.17922062,0.45001668
Test_97,0.47512782,0.17493188,0.17500149,0.17493874
Test_98,0.4713948,0.17565168,0.17727534,0.17567824
Test_99,0.20781472,0.19007188,0.20111762,0.4009958
Test_100,0.17549911,0.17505649,0.1750505,0.47439396
Test_101,0.22634184,0.18496245,0.18420388,0.40449178
Test_102,0.43895504,0.18147372,0.18656936,0.19300185
Test_103,0.17623687,0.1760854,0.17558205,0.4720957
Test_104,0.17487822,0.17487909,0.17487806,0.47536466
Test_105,0.2627949,0.18766674,0.18856896,0.36096936
Test_106,0.19392651,0.178918,0.17892164,0.44823387
Test_107,0.17950487,0.17872989,0.18050961,0.46125558
Test_108,0.17714189,0.17541943,0.17540371,0.47203496
Test_109,0.39174858,0.18655908,0.1879977,0.2336946
Test_110,0.17802285,0.17574881,0.17567615,0.47055212
Test_111,0.47297996,0.1752991,0.1754056,0.17631528
Test_112,0.29337797,0.22860289,0.21379463,0.26422456
Test_113,0.17531338,0.17511208,0.1750822,0.4744924
Test_114,0.17817737,0.18554616,0.17787771,0.45839873
Test_115,0.17648938,0.17968015,0.17793505,0.4658954
Test_116,0.17629698,0.17586349,0.17543635,0.4724032
Test_117,0.17743476,0.17808414,0.18257932,0.4619018
Test_118,0.41717577,0.18403208,0.20925687,0.18953528
Test_119,0.33603206,0.18921632,0.18877454,0.28597713
Test_120,0.20359851,0.18545131,0.18928872,0.4216614
Test_121,0.21759659,0.19827165,0.20488815,0.37924364
Test_122,0.36044624,0.18930896,0.24933253,0.20091224
Test_123,0.31618628,0.19708693,0.25165015,0.23507662
Test_124,0.17653859,0.17535643,0.17530462,0.4728004
Test_125,0.17491074,0.17493083,0.17489448,0.47526392
Test_126,0.4683627,0.17612085,0.17840953,0.17710699
Test_127,0.37759554,0.21626313,0.205783,0.20035835
Test_128,0.17519885,0.17599641,0.1752707,0.47353402
Test_129,0.19980894,0.19749986,0.27258825,0.33010298
Test_130,0.17487778,0.17487791,0.17487775,0.47536653
Test_131,0.1748787,0.17487961,0.17487828,0.47536337
Test_132,0.4747437,0.17497957,0.17507185,0.1752049
Test_133,0.17508942,0.1749331,0.17492843,0.47504905
Test_134,0.19289514,0.17886919,0.17876673,0.44946885
Test_135,0.1963109,0.19843197,0.18491356,0.42034355
Test_136,0.1750151,0.17491154,0.17491063,0.4751627
Test_137,0.1825829,0.18974482,0.44331425,0.18435803
Test_138,0.22296828,0.18441197,0.1857726,0.40684718
Test_139,0.43245685,0.1810813,0.18116249,0.20529932
Test_140,0.17601945,0.17515288,0.17515758,0.47367007
Test_141,0.17696552,0.17536429,0.17536561,0.47230452
Test_142,0.36454177,0.18759897,0.18756714,0.26029217
Test_143,0.26825854,0.18819077,0.18809253,0.35545823
Test_144,0.47526318,0.1748953,0.17494424,0.17489725
Test_145,0.20809573,0.1815044,0.18142454,0.4289753
Test_146,0.2534001,0.18792586,0.18722996,0.3714441
Test_147,0.416076,0.18304826,0.18395029,0.21692543
Test_148,0.24943736,0.19491532,0.20100679,0.35464048
Test_149,0.17807603,0.18086477,0.17828196,0.46277723
Test_150,0.17487872,0.17487913,0.17487821,0.475364
Test_151,0.275972,0.2029213,0.29796967,0.22313699
Test_152,0.3171314,0.19079897,0.19867103,0.29339862
Test_153,0.17499937,0.17490731,0.17490686,0.47518644
Test_154,0.41966432,0.18301806,0.1885535,0.20876408
Test_155,0.22213367,0.30888343,0.21628337,0.25269946
Test_156,0.18313047,0.17920738,0.1777122,0.4599499
Test_157,0.4514765,0.17866847,0.18424153,0.18561348
Test_158,0.17490739,0.17489107,0.17488596,0.47531563
Test_159,0.34364754,0.18886515,0.19169648,0.27579087
Test_160,0.47499666,0.17494176,0.17503342,0.17502823
Test_161,0.17577475,0.17644952,0.17536476,0.472411
Test_162,0.41392872,0.2025779,0.19726525,0.18622817
Test_163,0.18697505,0.1777313,0.1779394,0.45735422
Test_164,0.46476096,0.17692731,0.17911544,0.17919631
Test_165,0.17487928,0.17488192,0.17487882,0.47535998
Test_166,0.4637273,0.17719848,0.17977487,0.1792994
Test_167,0.38811305,0.18918723,0.22410725,0.19859244
Test_168,0.1939603,0.27012828,0.19393288,0.3419785
Test_169,0.20183247,0.18129401,0.18144354,0.43543002
Test_170,0.4500786,0.17959926,0.17904517,0.191277
Test_171,0.17488277,0.17488064,0.17487988,0.4753568
Test_172,0.31643566,0.20397536,0.24517234,0.23441663
Test_173,0.18369007,0.18538606,0.2204483,0.41047555
Test_174,0.44770026,0.1808581,0.18421736,0.18722421
Test_175,0.47509295,0.1749243,0.17501147,0.17497137
Test_176,0.17846078,0.17663154,0.17660464,0.46830297
Test_177,0.1823212,0.17659546,0.17655452,0.4645288
Test_178,0.46096307,0.17750707,0.17856878,0.18296108
Test_179,0.17759411,0.17804164,0.46186265,0.1825016
Test_180,0.19550683,0.18006651,0.18011512,0.4443115
Test_181,0.17488173,0.17489369,0.17488198,0.47534257
Test_182,0.27326354,0.19800058,0.19211827,0.3366176
Test_183,0.17825031,0.1756455,0.17564638,0.47045785
Test_184,0.17962383,0.17785147,0.1767316,0.46579307
Test_185,0.3160376,0.18962178,0.19266972,0.3016709
Test_186,0.18705285,0.17754115,0.17755608,0.45784995
Test_187,0.37276122,0.19123182,0.238651,0.19735591
Test_188,0.21758723,0.18845506,0.20829442,0.3856633
Test_189,0.47416383,0.17509322,0.17509195,0.175651
Test_190,0.38399574,0.18819617,0.23838554,0.18942259
Test_191,0.21639712,0.18327124,0.18302976,0.41730183
Test_192,0.471362,0.17553495,0.17660142,0.1765016
Test_193,0.17631166,0.17731863,0.18004903,0.4663206
Test_194,0.27465454,0.2010888,0.26330918,0.26094744
Test_195,0.45552036,0.17825618,0.17799228,0.18823121
Test_196,0.37001568,0.18767262,0.1881527,0.25415894
Test_197,0.17524552,0.1751642,0.17502883,0.47456142
Test_198,0.17488202,0.1748789,0.17487876,0.47536033
Test_199,0.2088223,0.18149245,0.18168329,0.42800194
Test_200,0.41884756,0.18305723,0.18952677,0.20856845
Test_201,0.17487772,0.17487772,0.17487772,0.47536686
Test_202,0.17504714,0.17492855,0.17493021,0.47509408
Test_203,0.18902197,0.1845955,0.1871734,0.43920913
Test_204,0.17739491,0.17546737,0.17546244,0.47167534
Test_205,0.23478095,0.18499559,0.18525314,0.3949703
Test_206,0.1748788,0.17487839,0.17487809,0.47536477
Test_207,0.17577599,0.17526841,0.1752885,0.47366717
Test_208,0.25111467,0.18661188,0.18682972,0.3754438
Test_209,0.1787821,0.18273088,0.17908804,0.45939898
Test_210,0.1750314,0.17494023,0.1749344,0.475094
Test_211,0.19975328,0.18430655,0.18453822,0.43140197
Test_212,0.24157791,0.20453922,0.25098044,0.30290243
Test_213,0.22745752,0.21141917,0.23113126,0.32999206
Test_214,0.40688086,0.1853345,0.20829579,0.19948891
Test_215,0.24425519,0.19110014,0.1922463,0.37239832
Test_216,0.47525537,0.17489676,0.1749432,0.17490466
Test_217,0.27076024,0.18965866,0.19408663,0.3454945
Test_218,0.2648384,0.18753667,0.18747033,0.36015457
Test_219,0.2741876,0.18969406,0.19576465,0.34035367
Test_220,0.17487884,0.17487986,0.1748786,0.47536272
Test_221,0.4640298,0.17678034,0.17758417,0.18160577
Test_222,0.365939,0.18767196,0.18879959,0.2575895
Test_223,0.38710582,0.18623456,0.19615115,0.23050848
Test_224,0.43537903,0.18111089,0.19202158,0.19148856
Test_225,0.1834351,0.17694795,0.17693089,0.4626861
Test_226,0.18994027,0.37234,0.19955489,0.23816484
Test_227,0.1749621,0.17491321,0.17490248,0.47522214
Test_228,0.20606887,0.18613195,0.21211192,0.39568725
Test_229,0.25193357,0.20357005,0.31240356,0.23209275
Test_230,0.47508284,0.17492817,0.17505836,0.1749306
Test_231,0.28880608,0.19029453,0.19034936,0.33055004
Test_232,0.4235008,0.18218805,0.18242441,0.21188676
Test_233,0.18668789,0.1774559,0.1774529,0.4584033
Test_234,0.17527153,0.17497677,0.17497155,0.47478017
Test_235,0.17625873,0.17535576,0.17526177,0.47312376
Test_236,0.4599373,0.17963864,0.17905769,0.18136635
Test_237,0.17510691,0.17496128,0.17494115,0.47499067
Test_238,0.3776175,0.19916748,0.22641043,0.19680463
Test_239,0.36973587,0.20016661,0.19924526,0.23085225
Test_240,0.31573093,0.19819298,0.2050399,0.2810362
Test_241,0.21454261,0.19206686,0.18878083,0.4046097
Test_242,0.20489287,0.18085462,0.18084125,0.4334113
Test_243,0.37333256,0.18760778,0.18998367,0.249076
Test_244,0.22607575,0.1878014,0.18810351,0.39801934
Test_245,0.21271689,0.18226382,0.18264587,0.4223734
Test_246,0.34894,0.18876709,0.18855168,0.2737412
Test_247,0.1748779,0.17487843,0.1748779,0.47536585
Test_248,0.43035823,0.1813064,0.18141997,0.20691547
Test_249,0.18308535,0.1843031,0.1785757,0.45403582
Test_250,0.4732703,0.17523375,0.17575468,0.17574127
Test_251,0.43668678,0.18173693,0.1837843,0.19779204
Test_252,0.43648872,0.18081717,0.18457776,0.19811629
Test_253,0.17654184,0.17530349,0.17528759,0.472867
Test_254,0.17703982,0.17569885,0.17545632,0.471805
Test_255,0.17577557,0.17509557,0.17509158,0.47403732
Test_256,0.17766869,0.17554252,0.17556357,0.47122517
Test_257,0.47126502,0.175563,0.17634316,0.1768288
Test_258,0.1750801,0.17503718,0.17497218,0.4749105
Test_259,0.18300639,0.17757773,0.1774115,0.46200433
Test_260,0.17531787,0.17498456,0.17498124,0.4747164
Test_261,0.26628122,0.18972665,0.1914439,0.35254827
Test_262,0.17487945,0.17487985,0.17487845,0.47536224
Test_263,0.43769416,0.18037078,0.18288827,0.19904675
Test_264,0.4356697,0.1806988,0.18058833,0.20304313
Test_265,0.42366886,0.18249078,0.19012097,0.20371936
Test_266,0.17488438,0.17488572,0.17488061,0.47534925
Test_267,0.47455612,0.1750731,0.17508455,0.17528623
Test_268,0.32143387,0.19376338,0.19106284,0.2937399
Test_269,0.45483127,0.17806883,0.17817493,0.18892494
Test_270,0.3463708,0.19617628,0.20322587,0.25422707
Test_271,0.1784703,0.17630596,0.17597821,0.4692455
Test_272,0.17671898,0.17651199,0.17572314,0.4710459
Test_273,0.41636348,0.18289429,0.1828472,0.21789502
Test_274,0.26197308,0.21581776,0.279645,0.24256414
Test_275,0.25888902,0.21159054,0.21005403,0.31946647
Test_276,0.17503598,0.17537491,0.17502508,0.47456408
Test_277,0.25379428,0.18684249,0.18727309,0.3720902
Test_278,0.17520331,0.17495507,0.17495395,0.47488764
Test_279,0.34745637,0.19553068,0.2556397,0.20137323
Test_280,0.17637715,0.17532468,0.17527659,0.47302157
Test_281,0.17488237,0.17487983,0.17487913,0.47535866
Test_282,0.19255209,0.2602862,0.1912935,0.35586822
Test_283,0.46088427,0.17737934,0.18267429,0.17906216
Test_284,0.27710235,0.1916137,0.20371209,0.3275719
Test_285,0.17552622,0.1751393,0.1750572,0.47427735
Test_286,0.37693563,0.18645465,0.18652393,0.2500858
Test_287,0.46522254,0.17651635,0.1783237,0.17993735
Test_288,0.174878,0.17487867,0.17487796,0.4753653
Test_289,0.17487785,0.17487802,0.17487782,0.47536632
Test_290,0.40378845,0.18919039,0.20853794,0.19848327
Test_291,0.36750615,0.1959038,0.24373442,0.19285558
Test_292,0.47410613,0.17510964,0.17542915,0.17535506
Test_293,0.18959983,0.1857387,0.18332419,0.44133723
Test_294,0.22060515,0.18805699,0.20609309,0.3852447
Test_295,0.36380184,0.19847132,0.19769627,0.24003057
Test_296,0.18943407,0.17977531,0.17983979,0.45095083
Test_297,0.17487806,0.17487885,0.17487802,0.4753651
Test_298,0.17492042,0.17496194,0.17490472,0.47521287
Test_299,0.45915833,0.17751673,0.1824185,0.18090646
Test_300,0.17709745,0.17584327,0.17567144,0.4713879
Test_301,0.4724139,0.17534877,0.17535147,0.17688581
Test_302,0.17487979,0.17488529,0.17487955,0.47535533
Test_303,0.1765862,0.17545815,0.17545147,0.47250426
Test_304,0.17702557,0.17541958,0.17538808,0.47216675
Test_305,0.47467873,0.17499506,0.17505464,0.17527151
Test_306,0.18143058,0.18091603,0.18491752,0.45273587
Test_307,0.46691522,0.17629018,0.17699471,0.17979996
Test_308,0.2563861,0.20064613,0.20070648,0.3422613
Test_309,0.33164015,0.2010956,0.22019738,0.24706689
Test_310,0.20175037,0.21675304,0.20729282,0.37420383
Test_311,0.41069198,0.18369293,0.18480545,0.22080967
Test_312,0.17487776,0.17487782,0.17487773,0.4753666
Test_313,0.17487878,0.17487924,0.17487825,0.4753637
Test_314,0.3180672,0.20761587,0.21477722,0.25953975
Test_315,0.18587579,0.17753743,0.17767234,0.4589145
Test_316,0.37305093,0.18729241,0.1883071,0.25134954
Test_317,0.4663787,0.1763301,0.17886008,0.17843114
Test_318,0.3713952,0.18716766,0.18864483,0.25279227
Test_319,0.3867647,0.19251731,0.22814557,0.1925724
Test_320,0.2027799,0.1804708,0.18046914,0.43628016
Test_321,0.26841733,0.18794349,0.18870483,0.35493433
Test_322,0.45143837,0.17848209,0.19059233,0.17948718
Test_323,0.20802787,0.18186273,0.18232946,0.42777988
Test_324,0.35856986,0.1960076,0.2000795,0.24534306
Test_325,0.20006952,0.18001415,0.17997997,0.43993637
Test_326,0.4615563,0.17706512,0.17815273,0.18322591
Test_327,0.4700363,0.17587814,0.1759618,0.17812385
Test_328,0.27154416,0.18960789,0.1983243,0.34052366
Test_329,0.26282528,0.19889921,0.22643842,0.3118371
Test_330,0.26110375,0.21077506,0.31688607,0.21123509
Test_331,0.22915284,0.18556185,0.18539332,0.399892
Test_332,0.17515458,0.17499268,0.17495446,0.47489834
Test_333,0.17862271,0.18094447,0.18064235,0.4597905
Test_334,0.3700838,0.18986325,0.24401079,0.19604214
Test_335,0.20552236,0.18127868,0.18097283,0.43222615
Test_336,0.47494933,0.17495438,0.1750636,0.17503278
Test_337,0.4439839,0.18004344,0.17973448,0.19623816
Test_338,0.1776331,0.17552343,0.1755106,0.4713329
Test_339,0.39742565,0.18986103,0.21230619,0.20040712
Test_340,0.46487114,0.17655584,0.17850624,0.18006681
Test_341,0.42720094,0.18177877,0.18189105,0.20912932
Test_342,0.47250116,0.1754092,0.17577146,0.17631815
Test_343,0.401874,0.193486,0.1945657,0.21007428
Test_344,0.35674247,0.19344589,0.23984717,0.2099645
Test_345,0.36622745,0.19069494,0.23974334,0.20333424
Test_346,0.30473685,0.19515508,0.22293584,0.27717227
Test_347,0.3433613,0.19680066,0.25928423,0.20055379
Test_348,0.17518334,0.17497721,0.17496355,0.47487596
Test_349,0.19054414,0.20295309,0.36755568,0.23894705
Test_350,0.17487784,0.17487812,0.17487782,0.47536626
Test_351,0.22002636,0.26728895,0.21922825,0.29345644
Test_352,0.36650446,0.18867695,0.19725618,0.24756242
Test_353,0.3086782,0.19282487,0.19302553,0.30547136
Test_354,0.466776,0.17627476,0.17939053,0.17755872
Test_355,0.407722,0.18381074,0.18416885,0.22429843
Test_356,0.4214222,0.18338737,0.18322687,0.21196352
Test_357,0.18847445,0.17784646,0.17782249,0.45585662
Test_358,0.25103742,0.186639,0.18707342,0.37525013
Test_359,0.17720778,0.17553985,0.17556894,0.47168344
Test_360,0.24934378,0.18669446,0.18648817,0.37747353
Test_361,0.44933653,0.17881349,0.17904797,0.19280207
Test_362,0.47442997,0.1750518,0.17521273,0.1753055
Test_363,0.40354636,0.18436883,0.18644638,0.2256384
Test_364,0.19161801,0.21401377,0.22235015,0.37201807
Test_365,0.23411727,0.19322775,0.23727272,0.33538222
Test_366,0.40718466,0.18494563,0.19724092,0.21062884
Test_367,0.17487845,0.17487873,0.17487806,0.4753647
Test_368,0.45020032,0.17909825,0.19162571,0.17907567
Test_369,0.17487834,0.1748802,0.1748783,0.47536314
Test_370,0.24737336,0.19903646,0.19537157,0.3582186
Test_371,0.17573045,0.17533354,0.17526884,0.4736671
Test_372,0.18354735,0.17722078,0.17716302,0.46206883
Test_373,0.18759176,0.18961783,0.18385305,0.4389374
Test_374,0.28382006,0.19115928,0.19383736,0.33118328
Test_375,0.1750962,0.1749327,0.17492963,0.4750415
Test_376,0.18463546,0.17715546,0.17705183,0.46115723
Test_377,0.47467342,0.17502595,0.17518981,0.17511079
Test_378,0.47084883,0.17577928,0.17737268,0.1759992
Test_379,0.18021123,0.17789447,0.17680912,0.46508512
Test_380,0.17487797,0.174878,0.17487782,0.47536623
Test_381,0.37362766,0.18670854,0.18690212,0.2527617
Test_382,0.19113931,0.17843014,0.17859884,0.4518317
Test_383,0.45505592,0.17826757,0.17856376,0.18811281
Test_384,0.4736566,0.175153,0.1759739,0.17521645
Test_385,0.17927036,0.17589734,0.17589341,0.46893892
Test_386,0.17491469,0.17489634,0.17489493,0.475294
Test_387,0.47222352,0.17539054,0.17587294,0.17651302
Test_388,0.47284687,0.1753533,0.17547639,0.1763234
Test_389,0.42221555,0.18320179,0.18413511,0.21044756
Test_390,0.44718814,0.18433645,0.18339668,0.18507874
Test_391,0.42888832,0.18244977,0.19562943,0.19303244
Test_392,0.1750472,0.17504342,0.1749838,0.47492555
Test_393,0.2153426,0.18268983,0.18297993,0.41898766
Test_394,0.20000976,0.18005118,0.18000774,0.43993127
Test_395,0.20748742,0.2033624,0.24147962,0.34767053
Test_396,0.21252537,0.19776882,0.1869451,0.40276077
Test_397,0.24907872,0.19583887,0.2020254,0.35305697
Test_398,0.1952355,0.25572756,0.2589824,0.29005462
Test_399,0.31133664,0.1911259,0.18974084,0.30779663
Test_400,0.190156,0.17832775,0.17834485,0.45317137
Test_401,0.35184595,0.19204625,0.21277004,0.24333775
Test_402,0.31954166,0.18894063,0.18904574,0.30247194
Test_403,0.30571032,0.20276697,0.21445476,0.277068
Test_404,0.17667566,0.17547575,0.17540684,0.47244176
Test_405,0.17526916,0.17512171,0.17500594,0.4746032
Test_406,0.17491274,0.17491919,0.17489432,0.47527373
Test_407,0.37139562,0.18697022,0.18694945,0.2546847
Test_408,0.17488271,0.17489591,0.17488219,0.47533917
Test_409,0.46784297,0.17605975,0.1760824,0.18001491
Test_410,0.17488803,0.17488515,0.17488149,0.47534525
Test_411,0.47508252,0.17494975,0.17499724,0.17497054
Test_412,0.2355979,0.19750303,0.29584888,0.27105016
Test_413,0.44059232,0.18043041,0.18054248,0.1984348
Test_414,0.42133415,0.18517908,0.203394,0.19009277
Test_415,0.36122596,0.19277406,0.20422678,0.24177323
Test_416,0.21573567,0.18601263,0.18721808,0.4110336
Test_417,0.18811801,0.18571462,0.23060358,0.39556378
Test_418,0.47391167,0.17534699,0.17525877,0.17548259
Test_419,0.4590476,0.17739269,0.17814533,0.18541431
Test_420,0.18335263,0.18841265,0.1810458,0.44718894
Test_421,0.1761997,0.17525284,0.17523631,0.47331116
Test_422,0.27629384,0.19411308,0.1911049,0.33848816
Test_423,0.39589462,0.1854844,0.23082426,0.18779673
Test_424,0.40232483,0.18453991,0.18470547,0.22842978
Test_425,0.46464252,0.17654474,0.17655705,0.18225564
Test_426,0.33933464,0.19066635,0.20279549,0.26720354
Test_427,0.17493014,0.17500347,0.1749124,0.47515398
Test_428,0.17620812,0.17528729,0.17521216,0.47329244
Test_429,0.19601701,0.24314281,0.30751383,0.25332633
Test_430,0.4455688,0.17936559,0.17947939,0.19558622
Test_431,0.45262903,0.17900726,0.17917632,0.18918741
Test_432,0.4281688,0.18160355,0.18237387,0.20785376
Test_433,0.28441072,0.19692193,0.19643384,0.32223353
Test_434,0.1748812,0.17488723,0.17488031,0.47535124
Test_435,0.46884152,0.17608808,0.17610416,0.17896621
Test_436,0.33164883,0.19832829,0.21129926,0.2587236
Test_437,0.37920195,0.20513222,0.1944357,0.22123013
Test_438,0.2450659,0.20349382,0.3225073,0.22893298
Test_439,0.2135622,0.19334255,0.20662248,0.3864727
Test_440,0.19542423,0.20283176,0.27047282,0.33127117
Test_441,0.40883768,0.18905298,0.19158699,0.21052232
Test_442,0.18678734,0.18463746,0.42331022,0.20526499
Test_443,0.17655352,0.17724223,0.175695,0.47050926
Test_444,0.47397453,0.1751925,0.1754692,0.17536378
Test_445,0.46258873,0.17701781,0.18054123,0.17985219
Test_446,0.17495677,0.1749175,0.17491116,0.4752146
Test_447,0.35871434,0.18993768,0.19248815,0.25885984
Test_448,0.21367273,0.2475324,0.33589485,0.20289999
Test_449,0.17748605,0.1840466,0.17738456,0.4610828
Test_450,0.42423642,0.18260068,0.20908573,0.1840772
Test_451,0.20034738,0.20447154,0.19861735,0.39656368
Test_452,0.438011,0.18055831,0.193469,0.18796174
Test_453,0.46309578,0.17757437,0.18025409,0.17907575
Test_454,0.34159455,0.18959454,0.19264778,0.27616313
Test_455,0.17488077,0.1748786,0.17487851,0.47536212
Test_456,0.31794155,0.20968616,0.24603964,0.22633263
Test_457,0.40029946,0.18610072,0.18602605,0.22757371
Test_458,0.21945995,0.18825965,0.18761158,0.4046688
Test_459,0.22872327,0.18738881,0.18742125,0.3964667
Test_460,0.17494443,0.17491768,0.17490336,0.4752346
Test_461,0.17495005,0.17507608,0.17492928,0.47504464
Test_462,0.17692824,0.17576347,0.1755167,0.47179163
Test_463,0.17502837,0.17527983,0.17499481,0.47469705
Test_464,0.44246864,0.18010226,0.18113825,0.19629088
Test_465,0.4558397,0.17817487,0.18261592,0.18336952
Test_466,0.27499148,0.196578,0.20621389,0.32221663
Test_467,0.17517187,0.17526655,0.1750177,0.47454387
Test_468,0.474946,0.17495635,0.17512313,0.17497452
Test_469,0.42899397,0.18207286,0.18926689,0.19966629
Test_470,0.17511283,0.17505991,0.17504524,0.47478202
Test_471,0.39855117,0.18625188,0.21210955,0.20308742
Test_472,0.45513722,0.1781906,0.178825,0.18784714
Test_473,0.29967013,0.1985566,0.19556524,0.30620798
Test_474,0.21020456,0.2005599,0.34140402,0.24783148
Test_475,0.20083341,0.18063332,0.18030179,0.4382315
Test_476,0.45696262,0.17827907,0.18489489,0.17986344
Test_477,0.29131255,0.1887384,0.18932854,0.33062053
Test_478,0.17555606,0.17518814,0.17508914,0.47416657
Test_479,0.20656145,0.18136637,0.18128985,0.43078238
Test_480,0.19655275,0.22765605,0.23851551,0.3372757
Test_481,0.20379575,0.18313007,0.18146737,0.43160686
