image_id,healthy,multiple_diseases,rust,scab
Test_113,0.17628904,0.18077064,0.17627338,0.46666694
Test_114,0.179562,0.19750808,0.17981723,0.4431127
Test_115,0.18491659,0.19462864,0.18598221,0.4344726
Test_116,0.17513995,0.1758985,0.1751484,0.47381315
Test_117,0.18673958,0.24701095,0.1907387,0.37551075
Test_118,0.38975856,0.19011958,0.18687603,0.23324592
Test_119,0.45887503,0.17925197,0.18155192,0.18032113
Test_120,0.2085012,0.22024854,0.22440676,0.34684354
Test_121,0.34373212,0.22133851,0.2176554,0.21727394
Test_122,0.18004204,0.19854511,0.18038742,0.44102538
Test_123,0.18592292,0.2092284,0.18520911,0.41963956
Test_124,0.17840624,0.19088557,0.1790223,0.45168582
Test_125,0.18168177,0.19595774,0.1936075,0.428753
Test_126,0.37842986,0.19325836,0.23863678,0.18967494
Test_127,0.1858492,0.18697892,0.1840869,0.443085
Test_128,0.17823161,0.19065933,0.17824857,0.45286047
Test_129,0.18180448,0.20423926,0.18712474,0.42683154
Test_130,0.1749385,0.17514043,0.17493866,0.47498244
Test_131,0.17523786,0.17644875,0.17523862,0.47307482
Test_132,0.46438584,0.17752004,0.18120566,0.17688853
Test_133,0.17543079,0.17728262,0.17543249,0.47185403
Test_134,0.18384688,0.21010599,0.1832849,0.42276224
Test_135,0.21113335,0.29337296,0.1915766,0.30391714
Test_136,0.17558649,0.17796484,0.17559603,0.47085264
Test_137,0.19135784,0.30223346,0.20169303,0.30471566
Test_138,0.18954466,0.24588391,0.3588488,0.20572256
Test_139,0.4708196,0.1759228,0.17664701,0.17661057
Test_140,0.1758442,0.17749123,0.17559011,0.47107437
Test_141,0.18742919,0.21849433,0.21084908,0.38322744
Test_142,0.19462085,0.19056337,0.18191496,0.4329008
Test_143,0.21365514,0.21578439,0.18947473,0.38108575
Test_144,0.45887232,0.1784475,0.18493964,0.17774054
Test_145,0.18022889,0.19615655,0.17997369,0.44364086
Test_146,0.22104795,0.19211231,0.21776925,0.3690705
Test_147,0.18104534,0.20468307,0.18197648,0.43229505
Test_148,0.38878092,0.1949145,0.18915264,0.22715198
Test_149,0.17738141,0.18450616,0.17728998,0.46082243
Test_150,0.31620544,0.2065433,0.19553307,0.28171822
Test_151,0.21970166,0.20960881,0.30263042,0.26805913
Test_152,0.17767006,0.18626542,0.1775256,0.45853892
Test_153,0.18246639,0.20434079,0.19002198,0.4231708
Test_154,0.1816095,0.2036276,0.18206535,0.4326976
Test_155,0.20633283,0.2372876,0.195739,0.3606406
Test_156,0.17883901,0.18750504,0.17937362,0.4542823
Test_157,0.19057436,0.31027818,0.20194039,0.2972071
Test_158,0.17617576,0.17784365,0.17574228,0.47023827
Test_159,0.18412909,0.22462474,0.1852854,0.40596086
Test_160,0.46119228,0.18125208,0.17846568,0.17908993
Test_161,0.2987118,0.19850416,0.19231085,0.31047317
Test_162,0.38587165,0.19244784,0.20532328,0.2163572
Test_163,0.1769305,0.1828426,0.17673348,0.46349338
Test_164,0.18968247,0.20239317,0.18586703,0.42205736
Test_165,0.17583612,0.179105,0.17585148,0.4692074
Test_166,0.18530633,0.20022798,0.41336522,0.20110053
Test_167,0.17645317,0.18185581,0.17649856,0.4651924
Test_168,0.17580248,0.1786783,0.17580228,0.46971688
Test_169,0.20551327,0.23550338,0.3000425,0.25894085
Test_170,0.18486544,0.22636913,0.18794063,0.40082484
Test_171,0.1762787,0.18057658,0.17679681,0.466348
Test_172,0.19206002,0.33517236,0.2557115,0.21705613
Test_173,0.1893296,0.35434443,0.22708897,0.22923696
Test_174,0.18971609,0.2222422,0.22000766,0.36803406
Test_175,0.21128094,0.26300645,0.24455918,0.2811534
Test_176,0.18609959,0.21764317,0.2063552,0.38990203
Test_177,0.17508273,0.17572956,0.1750802,0.4741075
Test_178,0.17822538,0.19028646,0.17854165,0.45294648
Test_179,0.1884353,0.24749479,0.19217715,0.37189275
Test_180,0.18088622,0.20428301,0.18151723,0.43331352
Test_181,0.17543104,0.17724557,0.17548804,0.47183526
Test_182,0.19886033,0.19901766,0.19286528,0.40925673
Test_183,0.18851778,0.20618583,0.41035837,0.194938
Test_184,0.1862107,0.20477399,0.19703369,0.4119816
Test_185,0.44343847,0.18325198,0.18850759,0.18480198
Test_186,0.17618708,0.17842162,0.1759531,0.46943825
Test_187,0.18853463,0.19817595,0.25958264,0.3537068
Test_188,0.18962732,0.2674663,0.20446914,0.33843726
Test_189,0.47421005,0.17523438,0.17535616,0.17519939
Test_190,0.18373811,0.20534584,0.18329886,0.42761722
Test_191,0.18717146,0.22251819,0.21138391,0.37892643
Test_192,0.31601137,0.21194881,0.21509793,0.25694194
Test_193,0.18994156,0.277484,0.2047678,0.3278067
Test_194,0.18535334,0.39066395,0.18685587,0.2371269
Test_195,0.21214111,0.28153646,0.25337616,0.2529463
Test_196,0.17624778,0.18098702,0.17625436,0.46651086
Test_197,0.1766397,0.18159933,0.17675863,0.4650023
Test_198,0.19428602,0.18319629,0.17977153,0.44274613
Test_199,0.18639413,0.21097025,0.38727826,0.21535736
Test_200,0.18796284,0.21137123,0.18472399,0.41594198
Test_201,0.17537019,0.17702644,0.17537148,0.47223198
Test_202,0.17538251,0.1770824,0.17538846,0.47214666
Test_203,0.1765723,0.18155546,0.1774261,0.4644461
Test_204,0.1752325,0.176412,0.17524399,0.47311154
Test_205,0.17512283,0.1758774,0.1751201,0.4738797
Test_206,0.17489828,0.17496634,0.17489837,0.475237
Test_207,0.18384543,0.18493624,0.17867018,0.45254815
Test_208,0.3338411,0.21279216,0.21904889,0.23431793
Test_209,0.1822106,0.42155418,0.18256606,0.21366912
Test_210,0.1772438,0.18560658,0.17732021,0.45982945
Test_211,0.1968087,0.29981244,0.22576389,0.27761495
Test_212,0.20904486,0.2944509,0.2964278,0.20007646
Test_213,0.19917282,0.19990052,0.1840957,0.41683096
Test_214,0.17691833,0.1837649,0.17688915,0.46242756
Test_215,0.1885395,0.20211527,0.40898994,0.20035528
Test_216,0.4646311,0.17662734,0.18220852,0.176533
Test_217,0.1846406,0.23177637,0.18507029,0.39851275
Test_218,0.4470532,0.18188567,0.18820722,0.18285395
Test_219,0.177311,0.18407302,0.461394,0.177222
Test_220,0.1749902,0.17536472,0.17499138,0.4746537
Test_221,0.19017088,0.27135834,0.18969287,0.34877786
Test_222,0.38250762,0.19007747,0.18897271,0.23844214
Test_223,0.18232046,0.21346584,0.1832319,0.4209817
Test_224,0.19013539,0.2713309,0.33101806,0.20751572
Test_225,0.19513765,0.23779418,0.29133102,0.2757372
Test_226,0.1877919,0.23535073,0.19890095,0.37795642
Test_227,0.17709513,0.18494466,0.17715497,0.46080518
Test_228,0.18989432,0.25170255,0.21512066,0.34328252
Test_229,0.18365707,0.20810966,0.18764415,0.42058903
Test_230,0.18217097,0.20293307,0.18481499,0.430081
Test_231,0.188576,0.26004383,0.19883445,0.35254577
Test_232,0.33238113,0.209598,0.23688121,0.2211397
Test_233,0.18451998,0.20742056,0.19321097,0.41484845
Test_234,0.17546715,0.17607568,0.17532295,0.47313422
Test_235,0.17856166,0.19230476,0.17861594,0.45051757
Test_236,0.20243023,0.22360267,0.21612228,0.35784474
Test_237,0.17784797,0.18488687,0.18142101,0.45584413
Test_238,0.19133143,0.27279532,0.22134866,0.3145246
Test_239,0.31058934,0.21369106,0.21715795,0.2585616
Test_240,0.19419569,0.29691944,0.2864185,0.22246642
Test_241,0.17822751,0.19064508,0.17823838,0.45288903
Test_242,0.18254672,0.186473,0.18048806,0.4504922
Test_243,0.21171598,0.2219922,0.30667928,0.2596125
Test_244,0.21799512,0.24495918,0.21448104,0.3225647
Test_245,0.19306411,0.31712836,0.24990936,0.23989822
Test_246,0.17647953,0.18176755,0.176488,0.46526486
Test_247,0.17507969,0.1757558,0.17507982,0.47408468
Test_248,0.17882253,0.1854241,0.18214107,0.4536123
Test_249,0.1815263,0.19069707,0.18149595,0.4462807
Test_250,0.23438391,0.19365178,0.38315445,0.18880983
Test_251,0.22052313,0.21876289,0.20135432,0.35935968
Test_252,0.17628683,0.17993248,0.17638296,0.46739775
Test_253,0.17510334,0.17585903,0.17510355,0.47393405
Test_254,0.18157598,0.18440048,0.17823449,0.45578906
Test_255,0.17694767,0.18426475,0.17698044,0.4618071
Test_256,0.17636546,0.18154873,0.17636734,0.46571848
Test_257,0.25637364,0.20520076,0.3492341,0.1891915
Test_258,0.19254883,0.25742856,0.30366987,0.24635279
Test_259,0.19291016,0.19696113,0.19160204,0.4185267
Test_260,0.17662041,0.18103087,0.17647976,0.46586895
Test_261,0.18237531,0.19351882,0.18359472,0.44051126
Test_262,0.4160523,0.18832459,0.19220069,0.20342241
Test_263,0.18756622,0.20711407,0.18347102,0.42184865
Test_264,0.21142928,0.200562,0.21984245,0.3681662
Test_265,0.44075245,0.18613282,0.18091807,0.19219667
Test_266,0.17523718,0.17644629,0.1752373,0.4730793
Test_267,0.4737526,0.17515184,0.17595156,0.17514403
Test_268,0.1854426,0.21610154,0.18518472,0.41327113
Test_269,0.40494245,0.1941467,0.19995716,0.20095374
Test_270,0.18152231,0.20846702,0.1820079,0.4280027
Test_271,0.2431706,0.20434797,0.18989979,0.3625817
Test_272,0.18493912,0.23517056,0.18507153,0.3948188
Test_273,0.38989776,0.19925559,0.20682178,0.2040249
Test_274,0.187596,0.2002023,0.1835582,0.42864352
Test_275,0.19043986,0.2580551,0.18813287,0.36337224
Test_276,0.18890621,0.3072234,0.18999472,0.3138757
Test_277,0.19079365,0.18926376,0.1804472,0.43949535
Test_278,0.17496642,0.17526174,0.1749666,0.47480527
Test_279,0.3191161,0.20690657,0.24769601,0.22628136
Test_280,0.17619611,0.18072587,0.17623386,0.46684423
Test_281,0.17530608,0.17670704,0.1753364,0.47265047
Test_282,0.17603852,0.18000771,0.17607187,0.4678818
Test_283,0.23646325,0.25865886,0.19446689,0.310411
Test_284,0.1828477,0.1880567,0.17902525,0.45007032
Test_285,0.17554483,0.17750607,0.17561778,0.47133127
Test_286,0.17740604,0.18237185,0.17734265,0.4628795
Test_287,0.20615798,0.28416866,0.22300984,0.28666353
Test_288,0.17502065,0.17549483,0.17502409,0.47446045
Test_289,0.17519309,0.17625096,0.17519478,0.4733611
Test_290,0.1900686,0.21307492,0.19452181,0.4023347
Test_291,0.45060158,0.18244126,0.18071787,0.18623927
Test_292,0.4641437,0.17764814,0.1811035,0.1771047
Test_293,0.19660485,0.21341002,0.20497505,0.38501003
Test_294,0.1895912,0.21066509,0.1882159,0.41152784
Test_295,0.17640138,0.18048035,0.1765071,0.46661118
Test_296,0.21896487,0.2026562,0.18751267,0.39086622
Test_297,0.17508404,0.17577492,0.17508407,0.47405693
Test_298,0.17862646,0.1927246,0.17863604,0.45001286
Test_299,0.17521948,0.17629018,0.17520997,0.47328034
Test_300,0.18185554,0.2039535,0.18434925,0.42984167
Test_301,0.19014426,0.28713995,0.20169473,0.32102108
Test_302,0.1749331,0.17511758,0.17493328,0.47501603
Test_303,0.18206736,0.2125949,0.1824315,0.4229062
Test_304,0.4705118,0.17645061,0.17653315,0.17650439
Test_305,0.25605395,0.23280469,0.19612567,0.31501567
Test_306,0.18553965,0.20188428,0.19689588,0.41568017
Test_307,0.39749587,0.19568539,0.21531186,0.19150685
Test_308,0.24063896,0.20519897,0.19053584,0.3636262
Test_309,0.1752471,0.17648467,0.17524849,0.47301975
Test_310,0.1867524,0.22161368,0.19344987,0.39818403
Test_311,0.18676138,0.18065715,0.17953078,0.45305064
Test_312,0.17511955,0.17592159,0.17512669,0.4738321
Test_313,0.1751849,0.1762084,0.17519285,0.47341383
Test_314,0.2265538,0.2274319,0.20750326,0.33851102
Test_315,0.177641,0.18747106,0.1777242,0.45716372
Test_316,0.34442323,0.22320916,0.23858239,0.19378527
Test_317,0.32576928,0.20908757,0.21599385,0.24914932
Test_318,0.17631412,0.17797478,0.17602456,0.46968657
Test_319,0.19220352,0.30217242,0.2603658,0.2452582
Test_320,0.30686003,0.22359608,0.23734644,0.23219745
Test_321,0.22032493,0.2917697,0.24323206,0.24467328
Test_322,0.42781284,0.19308037,0.19104505,0.18806174
Test_323,0.17857195,0.18438762,0.17808077,0.45895967
Test_324,0.17542733,0.17713931,0.17543751,0.47199583
Test_325,0.17578918,0.1766118,0.17549746,0.4721016
Test_326,0.19317405,0.23921227,0.1875299,0.38008383
Test_327,0.18224554,0.18770246,0.17934369,0.45070833
Test_328,0.1866587,0.25368565,0.18689485,0.37276086
Test_329,0.32922417,0.2104379,0.21058111,0.24975689
Test_330,0.19102822,0.31168485,0.19840612,0.29888085
Test_331,0.17900181,0.19006562,0.17836758,0.45256495
Test_332,0.31379434,0.19779359,0.29306406,0.19534804
Test_333,0.1907228,0.28928804,0.21078347,0.30920565
Test_334,0.21704845,0.25311118,0.31647784,0.2133625
Test_335,0.18927346,0.24960291,0.21016203,0.3509616
Test_336,0.18109806,0.19766082,0.44077548,0.18046565
Test_337,0.24359813,0.22246005,0.20453036,0.32941148
Test_338,0.40641087,0.18974748,0.18896183,0.21487986
Test_339,0.18023314,0.18932702,0.45138887,0.17905103
Test_340,0.18155096,0.4283188,0.186495,0.2036353
Test_341,0.21003951,0.22407871,0.19918008,0.3667017
Test_342,0.4305672,0.18523125,0.19082735,0.19337425
Test_343,0.1905087,0.18949296,0.18433736,0.43566096
Test_344,0.19757898,0.27378398,0.2673208,0.2613162
Test_345,0.18250765,0.21497636,0.1833726,0.41914338
Test_346,0.19235586,0.27638415,0.19518356,0.3360764
Test_347,0.1769849,0.17837583,0.17596245,0.46867687
Test_348,0.17905234,0.18918894,0.1792558,0.45250285
Test_349,0.19190837,0.25780067,0.350953,0.19933799
Test_350,0.17781006,0.1885136,0.17782587,0.45585048
Test_351,0.2010863,0.21550386,0.35364375,0.22976609
Test_352,0.18351795,0.4106305,0.18667115,0.21918032
Test_353,0.22521965,0.2550381,0.20894839,0.31079388
Test_354,0.3123504,0.21711496,0.27500784,0.19552678
Test_355,0.40848243,0.19006269,0.18658935,0.2148655
Test_356,0.44364697,0.17991978,0.19691068,0.17952254
Test_357,0.26274154,0.21107689,0.27761292,0.24856865
Test_358,0.18153933,0.20075104,0.4315476,0.18616205
Test_359,0.1754016,0.17712879,0.17539899,0.4720706
Test_360,0.17782101,0.18576573,0.18036447,0.45604885
Test_361,0.35637534,0.19822752,0.20446134,0.24093583
Test_362,0.18528691,0.20874116,0.20267142,0.40330046
Test_363,0.18936257,0.2225921,0.22699612,0.3610492
Test_364,0.18642634,0.20077103,0.21518172,0.39762095
Test_365,0.30605814,0.20188768,0.19538485,0.29666936
Test_366,0.18604182,0.41351005,0.20192309,0.19852503
Test_367,0.17503066,0.1755408,0.17503192,0.4743966
Test_368,0.38163745,0.1976247,0.1993641,0.22137372
Test_369,0.17693086,0.18420936,0.1769394,0.46192032
Test_370,0.19205256,0.2456238,0.30964655,0.25267714
Test_371,0.35272348,0.20670417,0.21059094,0.22998141
Test_372,0.19234481,0.3354623,0.21151635,0.26067653
Test_373,0.32618305,0.21635251,0.19627182,0.26119262
Test_374,0.18492359,0.20183508,0.18634795,0.42689335
Test_375,0.17606448,0.18009819,0.17611858,0.46771875
Test_376,0.3539004,0.20066926,0.21432085,0.23110949
Test_377,0.46375334,0.17742588,0.18159883,0.17722201
Test_378,0.3559857,0.19528517,0.25227416,0.196455
Test_379,0.1782978,0.18602155,0.1777577,0.4579229
Test_380,0.1751527,0.17604172,0.17515758,0.47364792
Test_381,0.26792717,0.2071994,0.19451484,0.33035854
Test_382,0.1881765,0.2772931,0.18909687,0.3454335
Test_383,0.43216696,0.19342114,0.18537398,0.1890379
Test_384,0.19140555,0.21641229,0.38551775,0.2066644
Test_385,0.1818679,0.19603164,0.18206872,0.4400318
Test_386,0.18636,0.2479418,0.18688037,0.3788178
Test_387,0.19315924,0.24058115,0.25596914,0.3102904
Test_388,0.26727816,0.24073146,0.2067375,0.28525287
Test_389,0.26654956,0.25221097,0.2594092,0.22183023
Test_390,0.35007054,0.1929411,0.19148874,0.26549965
Test_391,0.18351986,0.20381916,0.1860512,0.42660978
Test_392,0.17601489,0.17847429,0.17730767,0.46820313
Test_393,0.17784265,0.18632203,0.1786152,0.45722014
Test_394,0.17802683,0.18212578,0.17842141,0.461426
Test_395,0.18363225,0.41233253,0.2020658,0.20196936
Test_396,0.17930377,0.19386742,0.1796632,0.44716564
Test_397,0.17902023,0.1877457,0.18054709,0.452687
Test_398,0.17787647,0.18826213,0.1783488,0.4555126
Test_399,0.24766922,0.22601399,0.19199173,0.33432508
Test_400,0.18617803,0.19914538,0.41002777,0.20464885
Test_401,0.17711274,0.18507548,0.17711635,0.4606954
Test_402,0.18139052,0.20033629,0.18106031,0.43721288
Test_403,0.28130406,0.24757454,0.23654826,0.23457314
Test_404,0.17635384,0.18145047,0.1763971,0.4657985
Test_405,0.17490861,0.17501147,0.17490861,0.47517133
Test_406,0.17541465,0.17723064,0.17541502,0.47193968
Test_407,0.17516218,0.17611451,0.17516398,0.47355932
Test_408,0.17582655,0.17907286,0.17583108,0.46926954
Test_409,0.39825472,0.1977175,0.20417292,0.19985484
Test_410,0.17526999,0.17650548,0.17526157,0.47296295
Test_411,0.4736883,0.17526048,0.175838,0.1752132
Test_412,0.1780481,0.18776932,0.1798166,0.4543659
Test_413,0.32498872,0.19630869,0.26757172,0.21113087
Test_414,0.27658093,0.23006928,0.2190562,0.2742936
Test_415,0.21186651,0.21344963,0.18977447,0.38490942
Test_416,0.18255544,0.18186803,0.18410406,0.45147252
Test_417,0.19237065,0.26565275,0.24096115,0.3010154
Test_418,0.37599078,0.20221552,0.2334567,0.188337
Test_419,0.21368346,0.20574702,0.37970424,0.2008653
Test_420,0.19170976,0.2908607,0.22439273,0.29303682
Test_421,0.17498133,0.17528832,0.17497545,0.47475487
Test_422,0.2729024,0.20051068,0.19244131,0.33414558
Test_423,0.17679575,0.18354727,0.17681949,0.46283743
Test_424,0.1910797,0.30800372,0.29709503,0.20382152
Test_425,0.22743598,0.1998433,0.198099,0.3746217
Test_426,0.1947704,0.2634217,0.23594478,0.30586308
Test_427,0.17500816,0.17543326,0.17501044,0.47454813
Test_428,0.17501079,0.175455,0.17501117,0.4745231
Test_429,0.19064258,0.3112738,0.28954467,0.20853896
Test_430,0.47122458,0.1759229,0.17731246,0.17554004
Test_431,0.2096757,0.20816016,0.3765466,0.20561749
Test_432,0.18135324,0.2060868,0.18209885,0.4304611
Test_433,0.17529075,0.1766818,0.17529161,0.4727358
Test_434,0.17570874,0.17852291,0.1757086,0.47005978
Test_435,0.18246555,0.19139007,0.18093084,0.44521356
Test_436,0.1855779,0.19494243,0.18472058,0.43475908
Test_437,0.17591922,0.177914,0.17567252,0.47049427
Test_438,0.21988016,0.2312207,0.19979312,0.34910598
Test_439,0.1990423,0.22804487,0.18946268,0.38345018
Test_440,0.1906945,0.32806507,0.26454896,0.21669152
Test_441,0.18828787,0.22741896,0.39321887,0.19107427
Test_442,0.19225104,0.2454881,0.26217288,0.300088
Test_443,0.17588587,0.17926398,0.17593159,0.46891856
Test_444,0.46685857,0.17718728,0.17755258,0.17840157
Test_445,0.18527497,0.23799238,0.18575,0.39098266
Test_446,0.17986876,0.19012363,0.18839216,0.4416155
Test_447,0.19097951,0.23457351,0.2309944,0.34345254
Test_448,0.30112472,0.21823977,0.22124408,0.25939143
Test_449,0.17497653,0.17530622,0.17497668,0.4747405
Test_450,0.1939664,0.20436244,0.387427,0.21424419
Test_451,0.19228067,0.26023492,0.30013722,0.24734716
Test_452,0.2684458,0.24732362,0.21465643,0.2695742
Test_453,0.17717299,0.18199909,0.17880654,0.46202144
Test_454,0.17509334,0.17581153,0.17509282,0.47400227
Test_455,0.17712033,0.18466994,0.17753626,0.4606734
Test_456,0.19455071,0.19771998,0.41992247,0.18780681
Test_457,0.17609484,0.1798016,0.17618656,0.46791703
Test_458,0.1906018,0.26184195,0.3292227,0.21833357
Test_459,0.2546849,0.28020158,0.20692556,0.25818795
Test_460,0.17680204,0.17899802,0.17784016,0.46635982
Test_461,0.21194832,0.29674235,0.19985817,0.29145113
Test_462,0.18137252,0.20467894,0.18176144,0.43218717
Test_463,0.17644739,0.18179308,0.17646551,0.465294
Test_464,0.34421045,0.19091079,0.27447098,0.19040778
Test_465,0.4211862,0.18410708,0.21214281,0.18256392
Test_466,0.19006898,0.23178582,0.18579204,0.39235324
Test_467,0.18538256,0.3902755,0.18660472,0.23773722
Test_468,0.4686612,0.17735222,0.17708781,0.17689878
Test_469,0.18427409,0.20207636,0.18865843,0.42499116
Test_470,0.17516091,0.17610805,0.17516287,0.47356814
Test_471,0.19415425,0.19789647,0.4047366,0.2032127
Test_472,0.18426433,0.20946878,0.41523603,0.19103082
Test_473,0.17715485,0.18298344,0.17719468,0.462667
Test_474,0.39484528,0.19940591,0.20638175,0.19936702
Test_475,0.18223992,0.21263292,0.18306334,0.42206377
Test_476,0.19184588,0.28663588,0.22314568,0.2983726
Test_477,0.17671828,0.1817224,0.17648032,0.46507898
Test_478,0.175668,0.1779417,0.17560558,0.47078472
Test_479,0.18457375,0.1903968,0.181195,0.44383442
Test_480,0.18145457,0.20899668,0.1815636,0.42798504
Test_481,0.19313926,0.22879684,0.2827888,0.2952751
Test_482,0.17497115,0.17528269,0.17497113,0.47477502
